id,Nom commercial,Raison sociale,Motif Hors ligne,En ligne,Zone,Nom de la commune,Adresse,Site web,Groupe catégorie,Nom catégorie,Nom sous catégorie,Localisations,Code postal,Bureau postal,Lieux-dits,Prestations sur place,Prestations à proximité,Mode de paiement,Langues,Fixe,Mobile,Autre téléphone,Fax,E-Mail,Capacité,Classement,Accroche,Descriptif,Descriptif du plan d'accès,Jours et horaires d'ouverture,Labels,Date de création - Etablissement,Date de fermeture,Fournisseur - Nom,Fournisseur - SIRET,Fournisseur - adresse,Fournisseur - contacts,Fournisseur - date de création,Fournisseur - Code postal,Fournisseur - Bureau,Fournisseur - Code NAF,Fournisseur - Chambre consulaire,Fournisseur - Forme juridique,Fournisseur - CFE,Nb Produits,Coordonnées GPS,Liste URL moteur,Tarif Montant,Tarif libellé,Num taxe de séjour,Descriptif OTI,Accroche OTI,Status,commentaire,Date de derniere modification,Colones modifiées,Aire d'adhésion
recZ5vAJg2NRKxakb,Bitasyon Bio du Souffleur d'Arbonne,,,non,sud,Saint-Philippe,"18 Impasse Surcouf, 97442 Saint-Philippe - Le Baril",,Loisirs - se divertir,Terroir,Produits du terroir,"Village,Milieu rural",97442,Saint-Philippe,Le Baril,"sanitaires communs , parking , grand espace , vue montagne , vue mer , visites pédagogiques , boutique , jardin","sentier de randonnée,commerce alimentaire,site - lieu culturel,point de vue panoramique,forêt,sites touristiques,arrêt bus","Chèque,Espèces,Carte Bancaire","Français,créole",0262 37 06 37,,,,morelbenoit97442@gmail.com,40,,Bitasyon Bio Souffleur d'Arbonne est une entreprise familiale fondée par Benoît MOREL.,"Production, transformation et distribution de leur produits issue de l’Agriculture Biologique.

Accueil et vente de produits à la bitasyon (ferme) : Vanille, Curcuma, cloue de girofle, choux de palmiste, bananes, papayes, fruits de la passion ainsi que des fruits rares et anciens...

Nous proposons sur Saint Philippe des visites de nôtre terrain agricoles, à la découverte des épices, des fruits lontan, des fruits rares et du cacao.

Les visites dure environ 1h30 et sont uniquement sur rendez-vous ! 
(minimum 2 personnes et jusqu'à 40 personnes ils formeront des groupes de visites)

Pour réserver appeler Benoit au 0692654189","Sur la Route Nationale 2 en direction de Ste-Rose, au niveau du Souffleur d'Arbonne prendre à gauche Impasse Surcouf. Bitasyon se trouve au fond de l'impasse.","Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi",,,,Mr Benoît Morel,,"Mr Benoît Morel: le baril, 97442 Saint-Philippe ",Mr Benoît Morel : morelbenoit97442@gmail.com - 0692 65 41 89,,,,,,,,,"-21.367154, 55.735786",,,,,,,,,,,AD2R
69f746b8,Atelier Palmiste Rouge,,,non,sud,Saint-Philippe,"57 C Route Nationale 2 le Tremblet, 97442 Saint-Philippe - Le Tremblet",,Restauration,Restaurant,Restaurant,Milieu rural,97442,Saint-Philippe,Le Tremblet,"parking , espace de restauration , terrasse , espace de restauration en extérieur , cuisine au bois , climatisation , ventilateur , sanitaires privés , jardin arboré","sentier de randonnée,pêche,site - lieu culturel,point de vue panoramique,jardin,forêt,Sentier de randonnée,route des laves,coulées de lave,sites touristiques,tunnels de lave,littoral,sites - lieux culturels,hébergements,restaurants","Espèces,Carte Bancaire","français,créole,anglais",,,,,atelier.pr974@gmail.com,45,,Cuisinés de façon traditionnelle nous vous proposons proposons de déguster des plats typiques du sud sauvage chez vous.,"L’Atelier du Palmiste Rouge est un des derniers restaurants ouverts à Saint Philippe, antre du palmiste et du vacoa. Ulrich Payet a toujours vécu là. Fils d’agriculteur, il exploitait jusqu’ici un vaste champ de palmiste, qui alimente une bonne partie des restaurants de la Réunion. Fin cuisinier, il a eu l’idée de créer son propre établissement mettant en l’air ce produit d’exception.","Depuis le Sud, prendre la RN2 jusqu'au Tremblet, le restaurant se trouvera peu après le bureau de Poste.","Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",,7/4/2022,,Mr Ulrich Payet,887998268,"Mr Ulrich Payet: 57 C RN2, 97442 Saint-Philippe ",Mr Ulrich Payet : atelier.pr974@gmail.com - 0693 88 09 59,,,,,,,,,"-21.306412, 55.801458",,,,,,,,,,,AD2R
recnjutP2i5dK4m2t,La Bicyclette Gourmande ,,,oui,sud,Saint-Philippe,"43 rue Leconte Delisle, 97442 Saint-Philippe - centre ville",,Restauration,Restaurant,Restaurant,Littoral,97442,Saint-Philippe,centre ville,"ventilateur , terrasse , espace de restauration , parking public","sentier de randonnée,sentier de grande randonnée,pêche,point de vue panoramique,jardin,forêt","Espèces,Carte Bancaire","français,créole,anglais",,,,,bicyclette.gourmande@gmail.com,50,,"La Bicyclette Gourmande est un joli spot pour découvrir les saveurs authentiques de la gastronomie créole et zoreille de la Réunion. Le chef passionné concocte avec amour des plats faits maison à partir des produits emblématiques de Saint -Philippe, tels que la vanille, le chou Vacoa et les palmistes. Sa cuisine ravira vos papilles et vous plongera au cœur des traditions culinaires locales. Vous pourrez déguster ces spécialités dans la salle à manger ou sur la charmante terrasse en bois. De plus, l'accueil est chaleureux et convivial. Bref, c’est une invitation à un voyage gourmand.","Le restaurant est sous une varangue. En face, vous trouvez Nancy Boutique. Un parking de bus se situe à 100 m. Accès direct au chemin des Vacoas avec des aires de repos et de balades, piscine eau de mer à 5 min. L'Office de Tourisme à 20 m.","Direction Saint-Benoît, après la mairie de 20 m à droite, direction Saint-Joseph après la station service du village 50 m à gauche.","Jeudi , Vendredi , Samedi , Dimanche",,,,Mr David PLUMARD,41367192600025,"Mr David PLUMARD: Route Nationale 2 Baril, 97442 Saint-Philippe ",Mr David PLUMARD : bicyclette.gourmande@gmail.com - 0693 93 71 93,,,,,,,,,"-21.359407, 55.766702",,,,,,,,,,,AD2R
recpy7o2HPIDgzItk,VTC Réunion,,,non,sud,Le Tampon,"16  Chemin Hermitage, 97430 Le Tampon - Trois Mares",,Transport,Services,VTC,,97430,Le Tampon,Trois Mares,,,"Espèces,Virement,Carte Bancaire,Chèque",,,0692915111,,,contact@reunion-vtc.re  ,4,,,,,,,,,Mr Laurent Gally,88213776300018,"Mr Laurent Gally: 16 Chemin Hermitage, 97430 Le Tampon - Trois Mares",Mr Laurent Gally : contact@reunion-vtc.re - 0692915111,,,,,,,,,"-21.2639004,55.50937649999999",,,,,,,,,,,
02f9f539,Chalet Akias,,,oui,sud,Le Tampon,"16 rue Emile Zola, 97430 Le Tampon - dassy",,Hébergement,Location saisonnière,Bungalow & Chalet,Milieu rural,97430,Le Tampon,dassy,"barbecue , lave linge privatif , TV , linge de maison , wifi gratuit , micro-ondes , douche , four , salon de jardin , terrasse , linge de toilette , piscine chauffée , serviettes. , cuisine équipée , parking sécurisé , cour clôturée , plaque de cuisson , frigo , vue montagne , Cafetière","transports en commun,sentier de randonnée","Chèque,Virement,Espèces,airbnb","français,créole,anglais",,,,,akiasleschalets@gmail.com,5,3 Clé(s),"Akias, chaleureux chalet avec piscine sécurisé à proximité des sentiers de randonnée (DASSY ENTRE DEUX) vous accueillent dans un cadre cosy.","Possède 2 chambres -une chambre double avec un lit 160 X200 et 2 lits de 190X90 et un convertible 2 places.
Douche à l'italienne et WC .
Cuisine équipé ouverte sur le séjour, combiné micro onde/four, grand réfrigérateur avec distributeur d'eau fraiche, machine à laver, machine à café expresso, cuiseur à riz, plaque à induction et bouilloire.
Linge de maison fourni.
Prestations de ménage à 50€
Mode de règlement: chèque de caution de 1000.00€ , paiement du séjour le jour d'arrivée (chèque ou espèces).
Véranda donnant sur la piscine au sel équipée de salon d'angle résine et table.
Deck en bois exotique.
Bain de soleil, barbecue à charbon.
Chalet plus adapté aux familles
Lit parapluie, chaise bébé et divers équipements disponibles sur demande.","En arrivant de Saint-Pierre, prendre la sortie de Pierrefond en direction de l'Entre-Deux, continuer vers Dassy. Une fois le croisement vers le parc des Palmiers passé, la location saisonnière se trouve sur la route principale à 200m.",,Clévacances,30/8/2022,,Mme Marie Laurence Sandra MAILLOT,91814226600017,"Mme Marie Laurence Sandra MAILLOT: 178 bis rue du Paille en Queue - Berive, 97430 Le Tampon ",Mme Marie Laurence Sandra MAILLOT : akiasleschalets@gmail.com - 0692888968,,,,,,,,,"-21.256553, 55.483403",,,,CSC519HT@,,,,,,,
recII1qWVn9AJ4BeR,Les Palmiers ,,,oui,sud,Le Tampon,"8 rue André Malraux, 97430 Le Tampon - dassy",http://www.iledelareunion.net/location-reunion/les-palmiers.html,Hébergement,Location saisonnière,Appartement,Milieu rural,97430,Le Tampon,dassy,"barbecue , four , jardin , lave linge privatif , parking , TV , wifi","équitation,VTT","Chèque,Espèces","français,créole",,0692604846,,,les2palmiers@wanadoo.fr,2,3 Etoile(s),"Dans un îlot résidentiel en zone semi-rurale, le Meublé de Tourisme se situe au bout d'une impasse. Studio de 20 m² classé Meublé de Tourisme 2 étoiles, dans un bungalow jumelé équipé pour un couple avec chambre en mezzanine et moustiquaires.","Lieu de vie en rez-de-chaussée, avec coin cuisine, cabinet de toilette et petite terrasse sous varangue. Sur demande : Accès à internet gratuit sous réserve d’un usage conforme à  la loi ADOPI, de la  mise à disposition d’un lave linge et sèche linge et du barbecue. 
Excentré de la ville, à 15 min du centre ville du Tampon et à mi-distance entre mer et montagne. A 1h du Volcan, 30 min des Hautes Plaines et des plages du Sud (Saint-Pierre et Étang-Salé). Proche du parc des palmiers du Tampon et des commerces du quartier des Trois Mares. Tarif dégressif à partir de la troisième semaine.","En venant du Sud, prendre la 4 voies en direction du Tampon/Trois Mares. Au rond-point point du Crédit Agricole, aller tout droit et faire à peu près 2 km. Tourner à gauche dans le chemin Dassy puis 700 m plus loin, tourner à gauche dans le  chemin Zazo. Enfin, prendre la première à gauche, la rue André Malraux puis la première impasse à droite dans la rue Malraux. Le meublé se trouve au n°8.
En venant des Plaines, suivre la RN 3, traverser le village de Bourg Murat et descendre jusqu'au Tampon/Trois Mares. Au rond-point du Crédit Agricole, poursuivre dans la rue Charles Beaudelaire. Faire à peu près 2 km et tourner à gauche dans le  chemin Dassy puis 700 m plus loin, tourner à gauche dans le  chemin Zazo. Enfin, prendre la première à gauche, la rue André Malraux puis la première impasse à droite. Le meublé se trouve au n°8.   ",,,,,Mme Nicole Peretti,,"Mme Nicole Peretti: Palms Park, 97430 Le Tampon ",Mme Nicole Peretti : les2palmiers@wanadoo.fr - 0692604846,,,,,,,,,"-21.257598, 55.493882",,,,CSC132HTF,,,,,,,
12ccef71,Au Coin Tranquille Chez Tof,,,non,sud,Entre-Deux,"1 plateau du Dimitile, 97414 Entre-Deux - Dimitile",,Restauration,Table d'hôtes,Table d'hôte,Village des Hauts,97414,Entre-Deux,Dimitile,"cuisine au bois , grand espace , vue mer , vue montagne , espace de restauration , repas traditionnels , espace de restauration en extérieur , restauration , petit déjeuner créole ou classique","sentier de randonnée,point de vue panoramique","Chèque,Espèces","français,créole",,0692 02 88 56,,,kristofbaret@hotmail.fr,-15,,Venez découvrir le gîte ainsi que la table d'hôtes Au Coin Tranquille.,"Cette table d'hôtes vous propose le repas ainsi que le petit-déjeuner en semaine et/ou en week-end en réservant au 06 92 02 88 56.
Carry feu bois
Gâteau feu bois",Dimitile,,,2/9/2022,,Mr Christophe BARET,45062551200048,"Mr Christophe BARET: 7c chemin la Ouette, 97421 La Rivière Saint-Louis ",Mr Christophe BARET : kristofbaret@hotmail.fr - 0692028856,,,,,,,,,"-21.189231, 55.482062",,,,,,,,,,,
bf5b8eff,ESCAL'RUN - Appart Margouillat,,,non,sud,Le Tampon,"206 Rue Docteur Ignace Hoarau, 97430 Le Tampon - Tampon",https://www.escalrun.com/fr/escalrun-appart-margouillat,Hébergement,Location saisonnière,Appartement,Milieu rural,97430,Le Tampon,Tampon,"fer et planche à repasser , vue montagne , vue mer , linge de maison , parking , ventilateur , salon , TV , wifi gratuit , lave linge privatif , micro-ondes , linge de toilette , douche , Cafetière , frigo , kitchenette équipée , sanitaires privés , wifi , terrasse , salle à manger , salle de bain privée , Lit parapluie sur demande , salon de jardin , serviettes. , sèche-cheveux , bouilloire , balcon , lave-linge , chauffe-eau solaire","commerce alimentaire,site - lieu culturel,point de vue panoramique,sites touristiques,arrêt bus,poste - boite aux lettres,jardin,transports en commun,station service,pharmacie,banque - guichet automatique,Point chaud,Centre - Ville","Carte Bancaire,booking,airbnb,site internet","français,créole,anglais,espagnol",,0692 54 79 34,,,lescaleduvoyageur974@outlook.fr,3,,"Notre Gîte de location saisonnière est situé au Tampon, à deux pas du centre-ville, dans le sud de la Réunion. ESCAL'RUN est un petit complexe de 3 appartements
Nos appartement sont adaptés aux familles et aux backpackers. 
Nous pouvons ajouter un lit parapluie ou un matelas supplémentaire dans la chambre sur demande.","T2 de 33m² disposant d’une grande chambre avec lit double, d’une salle de bain avec douche à l’italienne/WC privatif et d’un coin salon/cuisine tout équipée avec canapé convertible.
Nous pouvons ajouter, sur demande, lit bébé ou matelas.
Terrasse extérieure avec vue sur le Piton des Neiges et coin repas.",En venant de Saint-Pierre prendre la direction de la ligne des 400 puis prendre sur la droite : rue docteur Ignace Hoareau. Le logement se trouve sur la droite au numéro 206.,,,26/6/2023,,Mme Isabelle SAÏBO,84815477900013,"Mme Isabelle SAÏBO: 10 Impasse Vincent Van Gogh, 97430 Le Tampon ",Mme Isabelle SAÏBO : lescaleduvoyageur974@outlook.fr - 0692 54 79 34,,,,,,,,,"-21.276587, 55.512359",,,,CSC583HTP,,,,,,,
e49d2a13,ESCAL'RUN - Appart Paille-en-Queue,,,non,sud,Le Tampon,"206 Rue Docteur Ignace Hoarau, 97430 Le Tampon - Tampon",https://www.escalrun.com/fr/escalrun-appart-paille-en-queue,Hébergement,Location saisonnière,Appartement,Milieu rural,97430,Le Tampon,Tampon,"fer et planche à repasser , vue montagne , vue mer , linge de maison , parking , ventilateur , salon , TV , wifi gratuit , lave linge privatif , micro-ondes , linge de toilette , douche , Cafetière , frigo , kitchenette équipée , sanitaires privés , terrasse , salle à manger , salle de bain privée , Lit parapluie sur demande , salon de jardin , serviettes. , salle de bain , cour clôturée , sèche-cheveux , bouilloire , balcon , lave-linge , chauffe-eau solaire","site - lieu culturel,point de vue panoramique,sites touristiques,arrêt bus,poste - boite aux lettres,jardin,transports en commun,station service,pharmacie,boulangerie,banque - guichet automatique,Point chaud,sites - lieux culturels,Centre - Ville","site internet,Carte Bancaire,booking,airbnb","français,créole,anglais,espagnol",,0692 54 79 34,,,lescaleduvoyageur974@outlook.fr,3,,"Notre Gîte de location saisonnière est situé au Tampon, à deux pas du centre-ville, dans le sud de la Réunion. ESCAL'RUN est un petit complexe de 3 appartements Nos appartement sont adaptés aux familles et aux backpackers. Nous pouvons ajouter un lit parapluie ou un matelas supplémentaire dans la chambre sur demande.","T2 de 27m² disposant d’une chambre parentale avec lit double, salle de bain avec douche/WC privatif et d’un coin salon/cuisine tout équipée avec canapé convertible. 
Nous pouvons ajouter, sur demande, un lit bébé. 
Terrasse extérieure avec vue sur le Piton des Neiges et coin repas.
Peut accueillir jusqu’à 3 personnes ( 1 lit double + 1 canapé- lit 2 places dans le salon)
Chambre parentale avec SDB",En venant de Saint-Pierre prendre la direction de la ligne des 400 puis prendre sur la droite : rue docteur Ignace Hoareau. Le logement se trouve sur la droite au numéro 206.,,,26/6/2023,,Mme Isabelle SAÏBO,84815477900013,"Mme Isabelle SAÏBO: 10 Impasse Vincent Van Gogh, 97430 Le Tampon ",Mme Isabelle SAÏBO : lescaleduvoyageur974@outlook.fr - 0692 54 79 34,,,,,,,,,"-21.276588, 55.512360",,,,CSC582HTO,,,,,,,
a2266a5b,ESCAL'RUN - Appart Tortue,,,non,sud,Le Tampon,"206 Rue Docteur Ignace Hoarau, 97430 Le Tampon - Tampon",https://www.escalrun.com/,Hébergement,Location saisonnière,Appartement,Milieu rural,97430,Le Tampon,Tampon,"fer et planche à repasser , vue montagne , vue mer , linge de maison , parking , ventilateur , salon , TV , wifi gratuit , lave linge privatif , micro-ondes , linge de toilette , douche , Cafetière , frigo , kitchenette équipée , sanitaires privés , wifi , terrasse , salle de bain privée , Lit parapluie sur demande , salon de jardin , accès internet , cour clôturée , sèche-cheveux , bouilloire , balcon , chauffe-eau solaire","site - lieu culturel,point de vue panoramique,sites touristiques,arrêt bus,poste - boite aux lettres,jardin,transports en commun,pharmacie,boulangerie,banque - guichet automatique,médecin,tabac presse,coiffeur,centre commercial,Centre - Ville,hébergements,épicerie","airbnb,booking,Carte Bancaire,site internet","français,créole,anglais,espagnol",,0692 54 79 34,,,lescaleduvoyageur974@outlook.fr,2,,"Notre Gîte de location saisonnière est situé au Tampon, à deux pas du centre-ville, dans le sud de la Réunion. ESCAL'RUN est un petit complexe de 3 appartements
Nos appartement sont adaptés aux familles et aux backpackers. 
Nous pouvons ajouter un lit parapluie ou un matelas supplémentaire dans la chambre sur demande.","Studio de 28m² disposant d’une grande chambre avec lit double, d’une salle de bain avec douche/WC privatif et d’un coin cuisine tout équipée . Nous pouvons ajouter, sur demande un lit bébé . Balcon avec vue sur le Piton des Neiges et coin repas.

Situation

Le centre-ville est à 5min à pied, proche supermarchés, le lagon de Saint-Pierre est à 15min en voiture.

Vous pouvez rayonner facilement sur toute l’île pour explorer les sentiers de randonnée.

Point fort: proche Volcan.",En venant de Saint-Pierre prendre la direction de la ligne des 400 puis prendre sur la droite : rue docteur Ignace Hoareau. Le logement se trouve sur la droite au numéro 206.,,,7/6/2023,,Mme Isabelle SAÏBO,84815477900013,"Mme Isabelle SAÏBO: 10 Impasse Vincent Van Gogh, 97430 Le Tampon ",Mme Isabelle SAÏBO : lescaleduvoyageur974@outlook.fr - 0692 54 79 34,,,,,,,,,"-21.276589, 55.512359",,,,CSC581HTN,,,,,,,
