path,scope,collection,field,feeds,reuse_class,bertel_source,transform,mapping_status,review_status,implementation,evidence,notes
ClassificationCategoriesSousCategorieAeronautiques.SyndicObjectId,relation,ClassificationCategoriesSousCategorieAeronautiques,SyndicObjectId,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieAeronautiques.ThesCode,relation,ClassificationCategoriesSousCategorieAeronautiques,ThesCode,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieAeronautiques.ThesID,relation,ClassificationCategoriesSousCategorieAeronautiques,ThesID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieAeronautiques.ThesLibelle,relation,ClassificationCategoriesSousCategorieAeronautiques,ThesLibelle,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieAeronautiques.ThesOrdre,relation,ClassificationCategoriesSousCategorieAeronautiques,ThesOrdre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieAeronautiques.ThesPicto,relation,ClassificationCategoriesSousCategorieAeronautiques,ThesPicto,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieAttractionss.ID,relation,ClassificationCategoriesSousCategorieAttractionss,ID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieAttractionss.Ordre,relation,ClassificationCategoriesSousCategorieAttractionss,Ordre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieAttractionss.SyndicObjectId,relation,ClassificationCategoriesSousCategorieAttractionss,SyndicObjectId,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieAttractionss.ThesCode,relation,ClassificationCategoriesSousCategorieAttractionss,ThesCode,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieAttractionss.ThesID,relation,ClassificationCategoriesSousCategorieAttractionss,ThesID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieAttractionss.ThesLibelle,relation,ClassificationCategoriesSousCategorieAttractionss,ThesLibelle,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieAttractionss.ThesOrdre,relation,ClassificationCategoriesSousCategorieAttractionss,ThesOrdre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieAttractionss.ThesPicto,relation,ClassificationCategoriesSousCategorieAttractionss,ThesPicto,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieAutress.ID,relation,ClassificationCategoriesSousCategorieAutress,ID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieAutress.Ordre,relation,ClassificationCategoriesSousCategorieAutress,Ordre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieAutress.SyndicObjectId,relation,ClassificationCategoriesSousCategorieAutress,SyndicObjectId,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieAutress.ThesCode,relation,ClassificationCategoriesSousCategorieAutress,ThesCode,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieAutress.ThesID,relation,ClassificationCategoriesSousCategorieAutress,ThesID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieAutress.ThesLibelle,relation,ClassificationCategoriesSousCategorieAutress,ThesLibelle,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieAutress.ThesOrdre,relation,ClassificationCategoriesSousCategorieAutress,ThesOrdre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieAutress.ThesPicto,relation,ClassificationCategoriesSousCategorieAutress,ThesPicto,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieExplorations.ID,relation,ClassificationCategoriesSousCategorieExplorations,ID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieExplorations.Ordre,relation,ClassificationCategoriesSousCategorieExplorations,Ordre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieExplorations.SyndicObjectId,relation,ClassificationCategoriesSousCategorieExplorations,SyndicObjectId,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieExplorations.ThesCode,relation,ClassificationCategoriesSousCategorieExplorations,ThesCode,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieExplorations.ThesID,relation,ClassificationCategoriesSousCategorieExplorations,ThesID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieExplorations.ThesLibelle,relation,ClassificationCategoriesSousCategorieExplorations,ThesLibelle,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieExplorations.ThesOrdre,relation,ClassificationCategoriesSousCategorieExplorations,ThesOrdre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieExplorations.ThesPicto,relation,ClassificationCategoriesSousCategorieExplorations,ThesPicto,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieJeuxs.ID,relation,ClassificationCategoriesSousCategorieJeuxs,ID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieJeuxs.Ordre,relation,ClassificationCategoriesSousCategorieJeuxs,Ordre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieJeuxs.SyndicObjectId,relation,ClassificationCategoriesSousCategorieJeuxs,SyndicObjectId,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieJeuxs.ThesCode,relation,ClassificationCategoriesSousCategorieJeuxs,ThesCode,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieJeuxs.ThesID,relation,ClassificationCategoriesSousCategorieJeuxs,ThesID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieJeuxs.ThesLibelle,relation,ClassificationCategoriesSousCategorieJeuxs,ThesLibelle,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieJeuxs.ThesOrdre,relation,ClassificationCategoriesSousCategorieJeuxs,ThesOrdre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieJeuxs.ThesPicto,relation,ClassificationCategoriesSousCategorieJeuxs,ThesPicto,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieLocMats.ID,relation,ClassificationCategoriesSousCategorieLocMats,ID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieLocMats.Ordre,relation,ClassificationCategoriesSousCategorieLocMats,Ordre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieLocMats.SyndicObjectId,relation,ClassificationCategoriesSousCategorieLocMats,SyndicObjectId,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieLocMats.ThesCode,relation,ClassificationCategoriesSousCategorieLocMats,ThesCode,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
